
Predictions were generated on 12-May-2017 at 08:48:31 using AeroDyn_driver (v1.02.00a, 12-Apr-2016)
 AeroDyn (v15.04.02a, 10-May-2017)

Case 1: WndSpeed=1.73 m/s; ShearExp=0 ; RotSpeed=150 rpm; Pitch=0 deg; Yaw=0 deg; dT=0.5 s; Tmax=5.6 s

     Time           	RtSpeed   	RtTSR     	RtAeroPwr 	RtAeroFxh 	RtAeroCp  	RtAeroCt  	B1N7Alpha 	B1N1Cl    	B1N7Cd    	B1N1Cm    	B1N7SigCr 	B1N7SgCav 
      (s)           	(rpm)     	(-)       	(W)       	(N)       	(-)       	(-)       	(deg)     	(-)       	(-)       	(-)       	(-)       	(-)       
         0.0000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.596626E+001	  4.639761E+000
         0.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
         1.0000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.658622E+001	  4.639761E+000
         1.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
         2.0000	  1.500000E+002	  3.631899E+000	  4.638657E+002	  3.821404E+002	  3.571765E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.596626E+001	  4.639761E+000
         2.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
         3.0000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.658622E+001	  4.639761E+000
         3.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
         4.0000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.596626E+001	  4.639761E+000
         4.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
         5.0000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.658622E+001	  4.639761E+000
         5.5000	  1.500000E+002	  3.631899E+000	  4.638656E+002	  3.821404E+002	  3.571764E-001	  5.090492E-001	  1.415142E+001	 -8.935000E-001	  5.060548E-002	  0.000000E+000	  1.627624E+001	  4.639761E+000
