
Predictions were generated on 12-May-2017 at 08:48:31 using AeroDyn_driver (v1.02.00a, 12-Apr-2016)
 AeroDyn (v15.04.02a, 10-May-2017)

Case 9: WndSpeed=1.73 m/s; ShearExp=0 ; RotSpeed=265 rpm; Pitch=0 deg; Yaw=0 deg; dT=0.5 s; Tmax=5.6 s

     Time           	RtSpeed   	RtTSR     	RtAeroPwr 	RtAeroFxh 	RtAeroCp  	RtAeroCt  	B1N7Alpha 	B1N1Cl    	B1N7Cd    	B1N1Cm    	B1N7SigCr 	B1N7SgCav 
      (s)           	(rpm)     	(-)       	(W)       	(N)       	(-)       	(-)       	(deg)     	(-)       	(-)       	(-)       	(-)       	(-)       
         0.0000	  2.650000E+002	  6.416354E+000	  5.793586E+002	  5.990852E+002	  4.461060E-001	  7.980414E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.066450E+000	  8.992541E-001
         0.5000	  2.650000E+002	  6.416354E+000	  5.793590E+002	  5.990854E+002	  4.461063E-001	  7.980416E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.153745E+000	  8.992541E-001
         1.0000	  2.650000E+002	  6.416354E+000	  5.793585E+002	  5.990851E+002	  4.461059E-001	  7.980413E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.286227E+000	  8.992541E-001
         1.5000	  2.650000E+002	  6.416354E+000	  5.793585E+002	  5.990851E+002	  4.461058E-001	  7.980412E-001	  1.986731E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.267510E+000	  8.992543E-001
         2.0000	  2.650000E+002	  6.416354E+000	  5.793585E+002	  5.990852E+002	  4.461059E-001	  7.980414E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.125339E+000	  8.992541E-001
         2.5000	  2.650000E+002	  6.416354E+000	  5.793588E+002	  5.990853E+002	  4.461061E-001	  7.980416E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.070463E+000	  8.992541E-001
         3.0000	  2.650000E+002	  6.416354E+000	  5.793588E+002	  5.990853E+002	  4.461061E-001	  7.980415E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.184229E+000	  8.992541E-001
         3.5000	  2.650000E+002	  6.416354E+000	  5.793589E+002	  5.990853E+002	  4.461062E-001	  7.980416E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.297993E+000	  8.992541E-001
         4.0000	  2.650000E+002	  6.416354E+000	  5.793585E+002	  5.990851E+002	  4.461058E-001	  7.980412E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.243116E+000	  8.992541E-001
         4.5000	  2.650000E+002	  6.416354E+000	  5.793589E+002	  5.990853E+002	  4.461062E-001	  7.980416E-001	  1.986729E+000	 -8.935000E-001	  8.328661E-003	  0.000000E+000	  6.100945E+000	  8.992541E-001
         5.0000	  2.650000E+002	  6.416354E+000	  5.793589E+002	  5.990853E+002	  4.461062E-001	  7.980416E-001	  1.986729E+000	 -8.935000E-001	  8.328661E-003	  0.000000E+000	  6.082228E+000	  8.992541E-001
         5.5000	  2.650000E+002	  6.416354E+000	  5.793589E+002	  5.990853E+002	  4.461062E-001	  7.980416E-001	  1.986730E+000	 -8.935000E-001	  8.328646E-003	  0.000000E+000	  6.214711E+000	  8.992541E-001
