12.1129	12.0889	0.49922
12.1138	12.1019	0.451429
12.1144	12.1054	0.414201
12.1146	12.1064	0.383356
12.1147	12.1047	0.357493
12.1147	12.1067	0.335706
12.1147	12.108	0.316928
12.1146	12.1076	0.301027
12.1146	12.1075	0.287452
12.1146	12.1076	0.276149
12.1146	12.1079	0.267
12.1147	12.1089	0.258818
12.1148	12.1081	0.251987
12.1148	12.1089	0.246451
12.1149	12.1084	0.241503
12.1151	12.1096	0.237166
12.1152	12.1084	0.233965
12.1152	12.1107	0.231178
12.1154	12.1107	0.229493
12.1156	12.1118	0.227762
12.1157	12.1132	0.226801
12.1157	12.1144	0.225505
12.1159	12.1166	0.224815
12.116	12.1192	0.22409
12.1159	12.1202	0.223442
12.1159	12.122	0.223049
12.116	12.124	0.223617
12.1157	12.1259	0.222505
12.1159	12.1264	0.222071
12.1163	12.1291	0.222009
12.1164	12.1297	0.221892
12.1164	12.1306	0.221798
12.1163	12.1311	0.222229
12.1167	12.1329	0.221846
12.1165	12.1328	0.220585
12.1165	12.1338	0.221325
12.117	12.1346	0.221287
12.1171	12.1354	0.220905
12.1174	12.1355	0.220735
12.1173	12.1368	0.220816
12.1177	12.138	0.221295
12.1178	12.1369	0.22298
12.1181	12.1381	0.222215
12.118	12.1397	0.221493
12.1178	12.1399	0.222431
12.1184	12.1395	0.222265
12.1187	12.1398	0.223617
12.118	12.1365	0.224724
12.1186	12.1396	0.224703
12.1182	12.1378	0.223437
12.118	12.1374	0.22479
12.1191	12.1391	0.224216
12.1189	12.137	0.224839
12.1195	12.1393	0.226347
12.1192	12.1388	0.225572
12.1197	12.1383	0.226405
12.1195	12.1388	0.226319
12.1196	12.1365	0.225337
12.1201	12.1374	0.226683
12.1197	12.1373	0.225863
12.1198	12.1369	0.226777
12.1202	12.1373	0.223939
12.1202	12.1376	0.223724
12.1203	12.1357	0.22874
12.1198	12.1355	0.225539
12.1195	12.1374	0.225002
12.1208	12.1358	0.227544
12.1206	12.1358	0.228654
12.12	12.136	0.229586
12.1214	12.1392	0.228213
12.1206	12.1369	0.230646
12.1204	12.1372	0.226227
12.1204	12.1396	0.22772
12.1208	12.1387	0.226879
12.1206	12.1373	0.229436
12.1207	12.14	0.231407
12.1208	12.1408	0.229442
12.1202	12.1376	0.227374
12.1209	12.1408	0.22902
12.1208	12.1422	0.22993
12.1205	12.1399	0.231259
12.121	12.1421	0.230886
12.1209	12.139	0.230519
12.1202	12.14	0.234447
12.1206	12.1366	0.234731
12.1207	12.1411	0.236376
12.1211	12.1374	0.235113
12.1208	12.1368	0.237891
12.1201	12.1366	0.242484
12.1204	12.1423	0.250092
12.1207	12.1316	0.241112
12.1187	12.1358	0.253234
12.12	12.1305	0.242539
12.1207	12.1322	0.241122
12.1208	12.1353	0.243954
12.1204	12.1354	0.240676
12.1209	12.1366	0.2474
12.121	12.1286	0.245069
12.1188	12.1296	0.247443
12.1196	12.1315	0.246912
12.1183	12.1355	0.256415
12.1199	12.1352	0.253327
12.1206	12.1295	0.243914
12.1204	12.1309	0.249236
12.1184	12.1301	0.250769
12.119	12.1336	0.252029
12.1195	12.1337	0.252727
12.119	12.1326	0.253842
12.1222	12.1292	0.253975
12.1198	12.1317	0.25495
12.1187	12.1376	0.265662
12.1187	12.1273	0.256844
12.1191	12.1247	0.260376
12.1199	12.1235	0.252045
12.1177	12.1203	0.258112
12.1164	12.125	0.249733
12.1211	12.1336	0.260682
12.1176	12.1218	0.266163
12.1178	12.1281	0.262662
12.1176	12.1286	0.262465
12.1164	12.131	0.272421
12.115	12.1241	0.273999
12.117	12.126	0.270945
12.1147	12.1248	0.271677
