12.1178	12.1292	0.27811
12.117	12.132	0.281183
12.1178	12.1323	0.289274
12.115	12.1317	0.285446
12.1147	12.1257	0.272315
12.1164	12.1299	0.275564
12.1144	12.1199	0.275082
12.1157	12.1259	0.281879
12.1161	12.1341	0.289232
12.1171	12.1291	0.29271
12.1156	12.1287	0.291756
12.1192	12.1222	0.287399
12.1168	12.1256	0.286341
12.1159	12.1297	0.289364
12.1159	12.1242	0.282129
12.1207	12.1299	0.296237
12.1154	12.129	0.286834
12.1146	12.1252	0.297997
12.1136	12.1198	0.282168
12.119	12.1278	0.297947
12.1236	12.1321	0.293211
12.123	12.1253	0.287939
12.1213	12.1262	0.302269
12.1156	12.1235	0.295184
12.1215	12.1288	0.295628
12.12	12.1252	0.293423
12.1217	12.124	0.292703
12.124	12.1299	0.288057
12.1192	12.1357	0.296106
12.1183	12.1233	0.291054
12.1186	12.1243	0.27958
12.1234	12.1396	0.287752
12.1161	12.1194	0.271919
12.1199	12.1371	0.306503
12.1214	12.1325	0.292247
12.115	12.1208	0.28359
12.1212	12.1264	0.306734
12.1176	12.1209	0.293501
12.116	12.1295	0.302294
12.1209	12.1361	0.296181
12.1166	12.1304	0.28954
12.1222	12.1297	0.300384
12.1188	12.1376	0.313957
12.126	12.1366	0.293867
12.1202	12.1368	0.317179
12.1204	12.1295	0.293222
12.1229	12.1371	0.307289
12.1226	12.1273	0.306528
12.1213	12.1336	0.300105
12.1186	12.1129	0.321336
12.1212	12.1207	0.31819
12.1222	12.1316	0.319282
12.1211	12.1297	0.314805
12.1211	12.1252	0.336914
12.113	12.1162	0.337791
12.116	12.1258	0.29625
12.1195	12.1293	0.331637
12.1192	12.1261	0.34146
12.12	12.1236	0.301338
12.1182	12.1181	0.29734
12.1186	12.1384	0.317075
12.1213	12.1328	0.328035
12.121	12.1417	0.32369
12.1222	12.1318	0.335974
12.1198	12.1321	0.347941
12.115	12.1252	0.332821
12.1196	12.1291	0.327905
12.1204	12.1438	0.324422
12.1204	12.1332	0.338955
12.1094	12.1183	0.296194
12.1166	12.1286	0.335478
12.1244	12.1471	0.315111
12.1203	12.1395	0.327264
12.1172	12.1637	0.358652
12.1156	12.1279	0.340817
12.1229	12.1446	0.330532
